mouse_life_stage,E12.5
pvalue,0.5119198
parameter_id,MGP_PBI_014_001
mouse_strain,C57BL
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
parameter_name,B cell percentage
analysis_id,94l46546248100p
