gene_symbol,Nipal3
mouse_life_stage,Early adult
analysis_id,qy2sj7x1u8dn619
parameter_id,MGP_MLN_013_001
mouse_strain,129SV
pvalue,0.6171792
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:1921802
