gene_symbol,Ahcy
pvalue,0.3370322
gene_accession_id,MGI:87968
mouse_strain,C57BL
parameter_id,ESLIM_011_001_704
mouse_life_stage,E12.5
analysis_id,fy251gb9f0zm63m
parameter_name,Prepulse inhibition - PP4
