gene_symbol,Snap23
parameter_id,MGP_MLN_072_001
analysis_id,z94227x3frpj082
mouse_strain,C57BL
pvalue,0.1370994
mouse_life_stage,Early adult
parameter_name,KLRG1+ Treg cells - % of CD45+
gene_accession_id,MGI:109356
