parameter_id,IMPC_ECH_003_001
gene_accession_id,MGI:1915087
analysis_id,0lo4m21ezw03684
mouse_life_stage,E9.5
pvalue,0.9066676
parameter_name,Stroke Volume
mouse_strain,C57BL
gene_symbol,Tiprl
