parameter_name,Magnesium
gene_accession_id,MGI:3026886
parameter_id,IMPC_CBC_054_001
analysis_id,b57sz1836g221kf
pvalue,0.6708126
mouse_strain,C57BL
gene_symbol,Cdin1
mouse_life_stage,E9.5
