parameter_name,Body Weight
pvalue,0.4416089
parameter_id,M-G-P_012_001_005
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
analysis_id,od3id656553i791
mouse_strain,C57BL
mouse_life_stage,Early adult
