gene_symbol,Cdin1
mouse_strain,C57BL
analysis_id,7820405hp2s8kf0
pvalue,0.742619
mouse_life_stage,E9.5
parameter_id,IMPC_XRY_027_001
gene_accession_id,MGI:3026886
parameter_name,Joints
