gene_symbol,Eprs1
mouse_life_stage,E12.5
parameter_id,JAXLA_GRS_011_001
analysis_id,h1q3gk5d1dss65y
pvalue,0.2672839
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
