gene_symbol,Bpifa3
pvalue,0.1466974
parameter_id,IMPC_XRY_023_001
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
analysis_id,26d08cf8l69235k
parameter_name,Ulna
mouse_strain,C57BL
