parameter_name,Periphery permanence time
mouse_strain,C57BL
pvalue,0.4038803
gene_symbol,Trp53i11
parameter_id,IMPC_OFD_012_001
analysis_id,2737ky5508r20v7
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
