parameter_id,HRWLLA_OFD_013_001
pvalue,0.05453949
analysis_id,87f3625m4q8p693
mouse_life_stage,Early adult
gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
mouse_strain,C57BL
parameter_name,Periphery average speed
