gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Periphery resting time
analysis_id,3c7aq9u3f210i31
parameter_id,ESLIM_007_001_007
gene_accession_id,MGI:109356
pvalue,0.3388892
