gene_symbol,Slc30a4
mouse_strain,C57BL
analysis_id,78qhb04bt0qk6z7
pvalue,0.2284144
mouse_life_stage,Late adult
parameter_name,CD8+ alpha beta T cell percentage
gene_accession_id,MGI:1345282
parameter_id,MGP_PBI_004_001
