gene_symbol,AU040320
gene_accession_id,MGI:2140475
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,o1q5vag2q33fydx
pvalue,0.2108405
parameter_name,Thoracic processes
parameter_id,IMPC_XRY_064_001
