parameter_id,MGP_CSD_066_001
pvalue,0.7004627
mouse_life_stage,Early adult
gene_symbol,Atg4c
mouse_strain,C57BL
parameter_name,Snout morphology
analysis_id,t8l35a724gw0pi4
gene_accession_id,MGI:2651854
