gene_symbol,Lpgat1
analysis_id,8l43738bj709gk9
pvalue,0.6225489
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
parameter_id,IMPC_GRS_011_001
