gene_symbol,Cd52
gene_accession_id,MGI:1346088
parameter_id,JAX_OFD_015_001
mouse_life_stage,Early adult
parameter_name,Center resting time
pvalue,0.3097348
mouse_strain,C57BL
analysis_id,db9v62m9ipivja8
