gene_symbol,AU040320
analysis_id,75owdi617vy62ak
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
parameter_name,Fractional Shortening
pvalue,0.7870014
parameter_id,IMPC_ECH_005_001
mouse_strain,C57BL
