parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
mouse_life_stage,Early adult
analysis_id,44l2vsn80ubfp34
mouse_strain,C57BL
pvalue,0.789266
gene_accession_id,MGI:109384
gene_symbol,Atf3
