parameter_id,IMPC_ECH_005_001
mouse_life_stage,Late adult
parameter_name,Fractional Shortening
pvalue,0.241414
analysis_id,tq39e9sn09jeki4
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_strain,C57BL
