parameter_id,MGP_IMM_001_001
parameter_name,Total T cells - % of CD45+
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
analysis_id,86x0r76urv8w7cs
pvalue,0.3796385
gene_symbol,Slc30a4
mouse_strain,C57BL
