mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_id,M-G-P_005_001_001
analysis_id,4j2zgsz5ikoeyu5
parameter_name,Weight
mouse_life_stage,Early adult
pvalue,0.339417
gene_accession_id,MGI:1345282
