parameter_name,BMC/Body weight
gene_accession_id,MGI:1914561
analysis_id,ieiy9ie461t632b
gene_symbol,Nanp
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HRWLLA_DXA_007_001
pvalue,0.2586849
