gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,MGP_CSD_064_001
parameter_name,Head morphology
mouse_life_stage,Late adult
analysis_id,k8nqgh6p12g3k84
pvalue,0.4439388
