gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
pvalue,0.59456
mouse_strain,C57BL
parameter_name,Startle response
analysis_id,d9a7xy3x8t17f5s
parameter_id,HMGULA_SHI_009_001
