gene_symbol,Dnajc8
pvalue,0.4043695
parameter_name,Others
analysis_id,94m4wfqfgdt7374
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_006_001
mouse_strain,C57BL
