parameter_id,JAX_LDT_008_001
pvalue,0.6213578
gene_accession_id,MGI:88380
mouse_strain,C57BL
analysis_id,4e392166o1313uz
parameter_name,Percent time in dark
gene_symbol,F2
mouse_life_stage,Early adult
