parameter_id,M-G-P_005_001_004
pvalue,0.6787469
analysis_id,i833643bg8vcwz9
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
