gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,5s7ngws501awpdd
pvalue,0.6284175
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
parameter_name,Startle response
parameter_id,IMPC_CSD_036_001
