parameter_id,IMPC_ECH_001_001
gene_accession_id,MGI:2446274
parameter_name,End-Systolic Diameter
mouse_life_stage,Early adult
pvalue,0.1414059
mouse_strain,C57BL
analysis_id,85180t8o7gs2u94
gene_symbol,Frmpd1
