parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
gene_symbol,Wars2
analysis_id,e04ogq40vu97l1d
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.4783079
