mouse_life_stage,E12.5
parameter_id,HRWLLA_DXA_007_001
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.7765713
gene_symbol,Mapkap1
analysis_id,i0d1iva311ym27i
parameter_name,BMC/Body weight
