mouse_strain,129SV
parameter_name,Total T cells - % of CD45+
gene_symbol,Ddx27
pvalue,0.8602972
parameter_id,MGP_MLN_001_001
analysis_id,85b95l96j5i029j
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
