gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,80m3wbva60jdzf4
parameter_name,Limb coat/hair presence
parameter_id,MGP_CSD_030_001
mouse_life_stage,Early adult
pvalue,0.8567745
mouse_strain,C57BL
