gene_symbol,Secisbp2l
analysis_id,33779i8533c187y
gene_accession_id,MGI:1917604
mouse_life_stage,Late adult
pvalue,0.1555377
mouse_strain,C57BL
parameter_id,MGP_IMM_112_001
parameter_name,Follicular B cells - % of CD45+
