gene_symbol,Col11a1
parameter_id,JAX_OFD_016_001
pvalue,0.8603601
analysis_id,6k5390650dk7210
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_accession_id,MGI:88446
parameter_name,Center permanence time
