mouse_life_stage,E12.5
gene_accession_id,MGI:95457
mouse_strain,C57BL
pvalue,0.6525674
parameter_id,MGP_MLN_032_001
gene_symbol,Mecom
analysis_id,dr4kqvrmc8b7221
parameter_name,Effector NK cells - % of NK cells
