parameter_id,IMPC_ABR_002_001
mouse_strain,C57BL
parameter_name,Click-evoked ABR threshold
pvalue,0.6647682
analysis_id,0f821x6499r6s71
gene_accession_id,MGI:1921262
mouse_life_stage,Early adult
gene_symbol,Rap2b
