mouse_life_stage,E12.5
pvalue,0.4109655
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
analysis_id,l4717rkte803195
parameter_id,IMPC_CSD_036_001
mouse_strain,C57BL
parameter_name,Startle response
