parameter_id,IMPC_ACS_035_001
analysis_id,ma7exqy00083y31
pvalue,0.4556572
mouse_strain,C57BL
gene_symbol,Kdm4c
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI3
