gene_symbol,Snap23
pvalue,0.1980356
analysis_id,u1828ve89jhy75l
mouse_life_stage,Early adult
parameter_name,Skull shape
gene_accession_id,MGI:109356
parameter_id,IMPC_XRY_001_001
mouse_strain,C57BL
