parameter_name,Fat mass
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_id,IMPC_DXA_002_001
analysis_id,73ck424b6fo56w1
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.4758107
