gene_symbol,Hspa5
parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:95835
pvalue,0.5361494
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,h5bugs04ag4d2e2
parameter_name,Heart looping
