gene_symbol,Rab17
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_IMM_006_001
pvalue,0.4520965
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:104640
analysis_id,3x36jabl65oxn55
