gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.7001958
analysis_id,6awgl956yay1l3u
parameter_id,IMPC_EYE_059_001
mouse_life_stage,E12.5
parameter_name,Mean right eye lens density
gene_accession_id,MGI:88174
