gene_symbol,Fgb
parameter_name,Narrow eye opening
mouse_life_stage,E12.5
parameter_id,IMPC_EYE_006_001
gene_accession_id,MGI:99501
pvalue,0.6880073
mouse_strain,C57BL
analysis_id,38p8y1e4e7t9t0a
