gene_symbol,Nanp
parameter_id,IMPC_OFD_021_001
pvalue,0.3810736
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_name,Number of rears - total
analysis_id,zi88612m14r16hd
