gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_name,Eosinophils
mouse_life_stage,Middle aged adult
parameter_id,IMPC_IMM_052_001
analysis_id,57k90t291hph4k7
pvalue,0.1496576
mouse_strain,C57BL
