gene_symbol,Ntmt2
mouse_strain,C57BL
analysis_id,733g0r5zz9343ix
parameter_id,M-G-P_007_001_008
gene_accession_id,MGI:2685053
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
pvalue,0.204336
