parameter_id,MGP_MLN_065_001
parameter_name,CD4+ T helper cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4256439
analysis_id,02z6v5k41h0pop2
gene_symbol,Arpc5l
gene_accession_id,MGI:1921442
