gene_symbol,Rab17
gene_accession_id,MGI:104640
analysis_id,wxy0iq03sk08483
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
pvalue,0.8744837
