gene_symbol,Zmynd8
mouse_strain,C57BL
parameter_id,IMPC_CBC_053_001
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
pvalue,0.8660309
analysis_id,9a630fs3ul7n31n
parameter_name,Thyroxine
