pvalue,0.2119706
mouse_life_stage,Early adult
parameter_id,MGP_PBI_015_001
gene_symbol,Rab22a
mouse_strain,C57BL
parameter_name,IgD+ mature B cell percentage
gene_accession_id,MGI:105072
analysis_id,52osne2j9fv1ea6
