parameter_id,IMPC_GEL_028_001
gene_symbol,Tiprl
parameter_name,Forebrain
mouse_life_stage,E12.5
analysis_id,dsqc95k350d73t3
pvalue,0.2297929
gene_accession_id,MGI:1915087
mouse_strain,C57BL
