mouse_life_stage,Early adult
pvalue,0.3244281
gene_accession_id,MGI:2670995
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,wba9q8eqxkr52y2
mouse_strain,C57BL
parameter_id,MGP_IMM_014_001
gene_symbol,Trp53i11
