parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
gene_symbol,Kdm4c
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
mouse_strain,C57BL
pvalue,0.7342416
analysis_id,lztsj16tnibq992
