parameter_id,IMPC_ECG_010_001
pvalue,0.9110488
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
mouse_strain,129SV
gene_symbol,Ddx27
analysis_id,8387dru548o81h5
parameter_name,HRV
