gene_symbol,Cntfr
mouse_life_stage,Early adult
analysis_id,r3ebym88cg6051p
pvalue,0.3484618
parameter_id,MGP_IMM_121_001
mouse_strain,129SV
parameter_name,Macrophages - % of CD45+
gene_accession_id,MGI:99605
