mouse_strain,129SV
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
analysis_id,9195mri9o9n0877
pvalue,0.4358508
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
gene_symbol,Zmynd8
parameter_id,MGP_IMM_094_001
