gene_symbol,Slc45a3
analysis_id,ede6sqgulm96555
parameter_id,MGP_IMM_094_001
mouse_life_stage,Early adult
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
gene_accession_id,MGI:1922082
mouse_strain,C57BL
pvalue,0.1965506
