gene_symbol,Usp37
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_029_001
mouse_strain,C57BL
gene_accession_id,MGI:2442483
parameter_name,Midbrain
pvalue,0.3248655
analysis_id,14l479t04753p84
