gene_symbol,Bpifa3
mouse_strain,C57BL
parameter_id,IMPC_FEA_107_001
analysis_id,cnprur2x8067a2i
gene_accession_id,MGI:1920638
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
pvalue,0.620085
mouse_life_stage,Early adult
