mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.8052348
parameter_id,IMPC_EYE_010_001
gene_symbol,Frmpd1
analysis_id,l4jr8c5993p6z7v
parameter_name,Iris/Pupil
